Census,School Name,Category,Year Level,Students
01 August 2013,Gordon Primary School,Gov,Year 5,42
01 August 2013,Gordon Primary School,Gov,Year 1,68
01 August 2013,Gordon Primary School,Gov,Kindergarten,59
01 August 2013,Gordon Primary School,Gov,Preschool,113
01 August 2013,Gordon Primary School,Gov,Year 2,61
01 August 2013,Gordon Primary School,Gov,Year 3,47
01 August 2013,Gordon Primary School,Gov,Year 4,44
01 August 2013,Gowrie Primary School,Gov,Year 5,28
01 August 2013,Gowrie Primary School,Gov,Year 6,19
01 August 2013,Gowrie Primary School,Gov,Preschool,46
01 August 2013,Gowrie Primary School,Gov,Year 1,25
01 August 2013,Gowrie Primary School,Gov,Kindergarten,29
01 August 2013,Gowrie Primary School,Gov,Year 4,25
01 August 2013,Gowrie Primary School,Gov,Year 3,31
01 August 2013,Gowrie Primary School,Gov,Year 2,30
01 August 2013,Gungahlin College,Gov,Year 10,14
01 August 2013,Gungahlin College,Gov,Year 12,295
01 August 2013,Gungahlin College,Gov,Year 11,420
01 August 2013,Harrison School,Gov,Year 7,96
01 August 2013,Harrison School,Gov,Year 6,86
01 August 2013,Harrison School,Gov,Year 9,60
01 August 2013,Harrison School,Gov,Year 8,88
01 August 2013,Harrison School,Gov,Year 5,105
01 August 2013,Harrison School,Gov,Preschool,129
01 August 2013,Harrison School,Gov,Year 1,150
01 August 2013,Harrison School,Gov,Kindergarten,157
01 August 2013,Harrison School,Gov,Year 4,131
01 August 2013,Harrison School,Gov,Year 2,147
01 August 2013,Harrison School,Gov,Year 3,119
01 August 2013,Hawker College,Gov,Year 11,269
01 August 2013,Hawker College,Gov,Year 12,197
01 August 2013,Hawker Primary School,Gov,Year 5,26
01 August 2013,Hawker Primary School,Gov,Year 6,47
01 August 2013,Hawker Primary School,Gov,Preschool,49
01 August 2013,Hawker Primary School,Gov,Year 1,39
01 August 2013,Hawker Primary School,Gov,Kindergarten,37
01 August 2013,Hawker Primary School,Gov,Year 2,48
01 August 2013,Hawker Primary School,Gov,Year 4,41
01 August 2013,Hawker Primary School,Gov,Year 3,49
01 August 2013,Hughes Primary School,Gov,Year 5,43
01 August 2013,Hughes Primary School,Gov,Year 6,35
01 August 2013,Hughes Primary School,Gov,Kindergarten,53
01 August 2013,Hughes Primary School,Gov,Preschool,39
01 August 2013,Hughes Primary School,Gov,Year 1,44
01 August 2013,Hughes Primary School,Gov,Year 2,53
01 August 2013,Hughes Primary School,Gov,Year 3,48
01 August 2013,Hughes Primary School,Gov,Year 4,45
01 August 2013,Isabella Plains Early Childhood School,Gov,Kindergarten,33
01 August 2013,Isabella Plains Early Childhood School,Gov,Year 1,31
01 August 2013,Isabella Plains Early Childhood School,Gov,Preschool,82
01 August 2013,Isabella Plains Early Childhood School,Gov,Year 2,28
01 August 2013,Jervis Bay Primary School,Gov,Year 5,8
01 August 2013,Jervis Bay Primary School,Gov,Year 6,5
01 August 2013,Jervis Bay Primary School,Gov,Year 1,8
01 August 2013,Jervis Bay Primary School,Gov,Preschool,19
01 August 2013,Jervis Bay Primary School,Gov,Kindergarten,9
01 August 2013,Jervis Bay Primary School,Gov,Year 2,8
01 August 2013,Jervis Bay Primary School,Gov,Year 4,4
01 August 2013,Jervis Bay Primary School,Gov,Year 3,2
01 August 2013,Kaleen Primary School,Gov,Year 5,78
01 August 2013,Kaleen Primary School,Gov,Year 6,74
01 August 2013,Kaleen Primary School,Gov,Year 1,72
01 August 2013,Kaleen Primary School,Gov,Kindergarten,76
01 August 2013,Kaleen Primary School,Gov,Preschool,84
01 August 2013,Kaleen Primary School,Gov,Year 3,73
01 August 2013,Kaleen Primary School,Gov,Year 2,72
01 August 2013,Kaleen Primary School,Gov,Year 4,49
01 August 2013,Kingsford Smith School,Gov,Year 7,88
01 August 2013,Kingsford Smith School,Gov,Year 5,58
01 August 2013,Kingsford Smith School,Gov,Year 6,68
01 August 2013,Kingsford Smith School,Gov,Year 8,86
01 August 2013,Kingsford Smith School,Gov,Year 9,87
01 August 2013,Kingsford Smith School,Gov,Year 1,69
01 August 2013,Kingsford Smith School,Gov,Kindergarten,72
01 August 2013,Kingsford Smith School,Gov,Year 10,105
01 August 2013,Kingsford Smith School,Gov,Preschool,91
01 August 2013,Kingsford Smith School,Gov,Year 4,63
01 August 2013,Kingsford Smith School,Gov,Year 3,70
01 August 2013,Kingsford Smith School,Gov,Year 2,73
01 August 2013,Koori Preschool,Gov,Preschool,55
01 August 2013,Lake Tuggeranong College,Gov,Year 9,2
01 August 2013,Lake Tuggeranong College,Gov,Year 10,12
01 August 2013,Lake Tuggeranong College,Gov,Year 12,385
01 August 2013,Lake Tuggeranong College,Gov,Year 11,402
01 August 2013,Lanyon High School,Gov,Year 9,123
01 August 2013,Lanyon High School,Gov,Year 7,99
01 August 2013,Lanyon High School,Gov,Year 8,101
01 August 2013,Lanyon High School,Gov,Year 10,136
01 August 2013,Latham Primary School,Gov,Year 6,33
01 August 2013,Latham Primary School,Gov,Year 5,38
01 August 2013,Latham Primary School,Gov,Year 1,38
01 August 2013,Latham Primary School,Gov,Kindergarten,49
01 August 2013,Latham Primary School,Gov,Preschool,49
01 August 2013,Latham Primary School,Gov,Year 2,40
01 August 2013,Latham Primary School,Gov,Year 3,33
01 August 2013,Latham Primary School,Gov,Year 4,35
01 August 2013,Lyneham High School,Gov,Year 7,262
01 August 2013,Lyneham High School,Gov,Year 9,293
01 August 2013,Lyneham High School,Gov,Year 8,262
01 August 2013,Lyneham High School,Gov,Year 10,263
01 August 2013,Lyneham Primary School,Gov,Year 6,63
01 August 2013,Lyneham Primary School,Gov,Year 5,39
01 August 2013,Lyneham Primary School,Gov,Preschool,72
01 August 2013,Lyneham Primary School,Gov,Year 1,44
01 August 2013,Lyneham Primary School,Gov,Kindergarten,45
01 August 2013,Lyneham Primary School,Gov,Year 2,63
01 August 2013,Lyneham Primary School,Gov,Year 3,48
01 August 2013,Lyneham Primary School,Gov,Year 4,54
01 August 2013,Lyons Early Childhood School,Gov,Preschool,59
01 August 2013,Lyons Early Childhood School,Gov,Year 1,23
01 August 2013,Lyons Early Childhood School,Gov,Kindergarten,48
01 August 2013,Lyons Early Childhood School,Gov,Year 2,17
01 August 2013,Macgregor Primary School,Gov,Year 6,39
01 August 2013,Macgregor Primary School,Gov,Year 5,49
01 August 2013,Macgregor Primary School,Gov,Kindergarten,68
01 August 2013,Macgregor Primary School,Gov,Year 1,76
01 August 2013,Macgregor Primary School,Gov,Preschool,89
01 August 2013,Macgregor Primary School,Gov,Year 4,37
01 August 2013,Macgregor Primary School,Gov,Year 3,55
01 August 2013,Macgregor Primary School,Gov,Year 2,52
01 August 2013,Macquarie Primary School,Gov,Year 5,40
01 August 2013,Macquarie Primary School,Gov,Year 6,32
01 August 2013,Macquarie Primary School,Gov,Preschool,44
01 August 2013,Macquarie Primary School,Gov,Year 1,46
01 August 2013,Macquarie Primary School,Gov,Kindergarten,51
01 August 2013,Macquarie Primary School,Gov,Year 4,50
01 August 2013,Macquarie Primary School,Gov,Year 2,50
01 August 2013,Macquarie Primary School,Gov,Year 3,41
01 August 2013,Majura Primary School,Gov,Year 6,60
01 August 2013,Majura Primary School,Gov,Year 5,72
01 August 2013,Majura Primary School,Gov,Year 1,77
01 August 2013,Majura Primary School,Gov,Preschool,82
01 August 2013,Majura Primary School,Gov,Kindergarten,69
01 August 2013,Majura Primary School,Gov,Year 2,75
01 August 2013,Majura Primary School,Gov,Year 3,77
01 August 2013,Majura Primary School,Gov,Year 4,64
01 August 2013,Malkara School,Gov,Year 5,3
01 August 2013,Malkara School,Gov,Year 6,8
01 August 2013,Malkara School,Gov,Year 1,14
01 August 2013,Malkara School,Gov,Preschool,47
01 August 2013,Malkara School,Gov,Kindergarten,8
01 August 2013,Malkara School,Gov,Year 4,5
01 August 2013,Malkara School,Gov,Year 3,12
01 August 2013,Malkara School,Gov,Year 2,10
01 August 2013,Maribyrnong Primary School,Gov,Year 6,19
01 August 2013,Maribyrnong Primary School,Gov,Year 5,28
01 August 2013,Maribyrnong Primary School,Gov,Preschool,61
01 August 2013,Maribyrnong Primary School,Gov,Year 1,27
01 August 2013,Maribyrnong Primary School,Gov,Kindergarten,33
01 August 2013,Maribyrnong Primary School,Gov,Year 2,37
01 August 2013,Maribyrnong Primary School,Gov,Year 4,38
01 August 2013,Maribyrnong Primary School,Gov,Year 3,27
01 August 2013,Mawson Primary School,Gov,Year 5,26
01 August 2013,Mawson Primary School,Gov,Year 6,15
01 August 2013,Mawson Primary School,Gov,Kindergarten,38
01 August 2013,Mawson Primary School,Gov,Year 1,26
01 August 2013,Mawson Primary School,Gov,Preschool,49
01 August 2013,Mawson Primary School,Gov,Year 3,27
01 August 2013,Mawson Primary School,Gov,Year 2,25
01 August 2013,Mawson Primary School,Gov,Year 4,21
01 August 2013,Melba Copland Secondary School,Gov,Year 8,100
01 August 2013,Melba Copland Secondary School,Gov,Year 9,114
01 August 2013,Melba Copland Secondary School,Gov,Year 7,83
01 August 2013,Melba Copland Secondary School,Gov,Year 10,127
01 August 2013,Melba Copland Secondary School,Gov,Mature,1
01 August 2013,Melba Copland Secondary School,Gov,Year 11,88
01 August 2013,Melba Copland Secondary School,Gov,Year 12,110
01 August 2013,Melrose High School,Gov,Year 8,147
01 August 2013,Melrose High School,Gov,Year 7,180
01 August 2013,Melrose High School,Gov,Year 9,187
01 August 2013,Melrose High School,Gov,Year 10,204
01 August 2013,Miles Franklin Primary School,Gov,Year 6,56
01 August 2013,Miles Franklin Primary School,Gov,Year 5,41
01 August 2013,Miles Franklin Primary School,Gov,Kindergarten,73
01 August 2013,Miles Franklin Primary School,Gov,Preschool,87
01 August 2013,Miles Franklin Primary School,Gov,Year 1,65
01 August 2013,Miles Franklin Primary School,Gov,Year 4,57
01 August 2013,Miles Franklin Primary School,Gov,Year 3,54
01 August 2013,Miles Franklin Primary School,Gov,Year 2,51
01 August 2013,Monash Primary School,Gov,Year 5,49
01 August 2013,Monash Primary School,Gov,Year 6,46
01 August 2013,Monash Primary School,Gov,Year 1,55
01 August 2013,Monash Primary School,Gov,Kindergarten,51
01 August 2013,Monash Primary School,Gov,Preschool,84
01 August 2013,Monash Primary School,Gov,Year 2,56
01 August 2013,Monash Primary School,Gov,Year 4,70
01 August 2013,Monash Primary School,Gov,Year 3,37
01 August 2013,Mount Rogers Primary School,Gov,Year 6,27
01 August 2013,Mount Rogers Primary School,Gov,Year 5,30
01 August 2013,Mount Rogers Primary School,Gov,Preschool,129
01 August 2013,Mount Rogers Primary School,Gov,Year 1,51
01 August 2013,Mount Rogers Primary School,Gov,Kindergarten,63
01 August 2013,Mount Rogers Primary School,Gov,Year 3,38
01 August 2013,Mount Rogers Primary School,Gov,Year 2,51
01 August 2013,Mount Rogers Primary School,Gov,Year 4,47
01 August 2013,Namadgi School,Gov,Year 9,48
01 August 2013,Namadgi School,Gov,Year 5,42
01 August 2013,Namadgi School,Gov,Year 6,46
01 August 2013,Namadgi School,Gov,Year 8,61
01 August 2013,Namadgi School,Gov,Year 7,62
01 August 2013,Namadgi School,Gov,Kindergarten,66
01 August 2013,Namadgi School,Gov,Preschool,121
01 August 2013,Namadgi School,Gov,Year 1,73
01 August 2013,Namadgi School,Gov,Year 4,49
01 August 2013,Namadgi School,Gov,Year 3,45
01 August 2013,Namadgi School,Gov,Year 2,63
01 August 2013,Narrabundah College,Gov,Year 12,428
01 August 2013,Narrabundah College,Gov,Year 11,500
01 August 2013,Narrabundah Early Childhood School,Gov,Kindergarten,20
01 August 2013,Narrabundah Early Childhood School,Gov,Year 1,22
01 August 2013,Narrabundah Early Childhood School,Gov,Preschool,64
01 August 2013,Narrabundah Early Childhood School,Gov,Year 2,20
01 August 2013,Neville Bonner Primary School,Gov,Year 6,4
01 August 2013,Neville Bonner Primary School,Gov,Year 5,17
01 August 2013,Neville Bonner Primary School,Gov,Preschool,93
01 August 2013,Neville Bonner Primary School,Gov,Year 1,28
01 August 2013,Neville Bonner Primary School,Gov,Kindergarten,45
01 August 2013,Neville Bonner Primary School,Gov,Year 3,20
01 August 2013,Neville Bonner Primary School,Gov,Year 2,24
01 August 2013,Neville Bonner Primary School,Gov,Year 4,12
01 August 2013,Ngunnawal Primary School,Gov,Year 5,57
01 August 2013,Ngunnawal Primary School,Gov,Year 6,38
01 August 2013,Ngunnawal Primary School,Gov,Kindergarten,79
01 August 2013,Ngunnawal Primary School,Gov,Preschool,113
01 August 2013,Ngunnawal Primary School,Gov,Year 1,83
01 August 2013,Ngunnawal Primary School,Gov,Year 3,65
01 August 2013,Ngunnawal Primary School,Gov,Year 2,88
01 August 2013,Ngunnawal Primary School,Gov,Year 4,74
01 August 2013,North Ainslie Primary School,Gov,Year 6,41
01 August 2013,North Ainslie Primary School,Gov,Year 5,44
01 August 2013,North Ainslie Primary School,Gov,Kindergarten,68
01 August 2013,North Ainslie Primary School,Gov,Preschool,85
01 August 2013,North Ainslie Primary School,Gov,Year 1,83
01 August 2013,North Ainslie Primary School,Gov,Year 4,46
01 August 2013,North Ainslie Primary School,Gov,Year 3,62
01 August 2013,North Ainslie Primary School,Gov,Year 2,70
01 August 2013,O'Connor Cooperative School,Gov,Year 1,18
01 August 2013,O'Connor Cooperative School,Gov,Preschool,20
01 August 2013,O'Connor Cooperative School,Gov,Kindergarten,19
01 August 2013,O'Connor Cooperative School,Gov,Year 2,18
01 August 2013,Palmerston District Primary School,Gov,Year 6,34
01 August 2013,Palmerston District Primary School,Gov,Year 5,40
01 August 2013,Palmerston District Primary School,Gov,Kindergarten,68
01 August 2013,Palmerston District Primary School,Gov,Preschool,81
01 August 2013,Palmerston District Primary School,Gov,Year 1,64
01 August 2013,Palmerston District Primary School,Gov,Year 2,47
01 August 2013,Palmerston District Primary School,Gov,Year 4,43
01 August 2013,Palmerston District Primary School,Gov,Year 3,59
01 August 2013,Red Hill Primary School,Gov,Year 6,81
01 August 2013,Red Hill Primary School,Gov,Year 5,65
01 August 2013,Red Hill Primary School,Gov,Year 1,88
01 August 2013,Red Hill Primary School,Gov,Preschool,81
01 August 2013,Red Hill Primary School,Gov,Kindergarten,65
01 August 2013,Red Hill Primary School,Gov,Year 3,82
01 August 2013,Red Hill Primary School,Gov,Year 2,90
01 August 2013,Red Hill Primary School,Gov,Year 4,81
01 August 2013,Richardson Primary School,Gov,Year 6,19
01 August 2013,Richardson Primary School,Gov,Year 5,24
01 August 2013,Richardson Primary School,Gov,Year 1,21
01 August 2013,Richardson Primary School,Gov,Preschool,34
01 August 2013,Richardson Primary School,Gov,Kindergarten,32
01 August 2013,Richardson Primary School,Gov,Year 4,17
01 August 2013,Richardson Primary School,Gov,Year 3,31
01 August 2013,Richardson Primary School,Gov,Year 2,29
01 August 2013,Southern Cross Early Childhood School,Gov,Preschool,83
01 August 2013,Southern Cross Early Childhood School,Gov,Year 1,45
01 August 2013,Southern Cross Early Childhood School,Gov,Kindergarten,38
01 August 2013,Southern Cross Early Childhood School,Gov,Year 2,23
01 August 2013,Stromlo High School,Gov,Year 9,179
01 August 2013,Stromlo High School,Gov,Year 6,24
01 August 2013,Stromlo High School,Gov,Year 8,151
01 August 2013,Stromlo High School,Gov,Year 7,145
01 August 2013,Stromlo High School,Gov,Year 10,194
01 August 2013,Taylor Primary School,Gov,Year 6,10
01 August 2013,Taylor Primary School,Gov,Year 5,35
01 August 2013,Taylor Primary School,Gov,Preschool,30
01 August 2013,Taylor Primary School,Gov,Kindergarten,21
01 August 2013,Taylor Primary School,Gov,Year 1,24
01 August 2013,Taylor Primary School,Gov,Year 4,26
01 August 2013,Taylor Primary School,Gov,Year 2,22
01 August 2013,Taylor Primary School,Gov,Year 3,21
01 August 2013,Telopea Park School,Gov,Year 8,201
01 August 2013,Telopea Park School,Gov,Year 7,193
01 August 2013,Telopea Park School,Gov,Year 5,49
01 August 2013,Telopea Park School,Gov,Year 9,189
01 August 2013,Telopea Park School,Gov,Year 6,60
01 August 2013,Telopea Park School,Gov,Kindergarten,64
01 August 2013,Telopea Park School,Gov,Year 10,180
01 August 2013,Telopea Park School,Gov,Year 1,66
01 August 2013,Telopea Park School,Gov,Year 4,57
01 August 2013,Telopea Park School,Gov,Year 2,69
01 August 2013,Telopea Park School,Gov,Year 3,49
01 August 2013,Theodore Primary School,Gov,Year 6,35
01 August 2013,Theodore Primary School,Gov,Year 5,33
01 August 2013,Theodore Primary School,Gov,Year 1,44
01 August 2013,Theodore Primary School,Gov,Kindergarten,39
01 August 2013,Theodore Primary School,Gov,Preschool,45
01 August 2013,Theodore Primary School,Gov,Year 4,37
01 August 2013,Theodore Primary School,Gov,Year 3,39
01 August 2013,Theodore Primary School,Gov,Year 2,32
01 August 2013,Torrens Primary School,Gov,Year 5,51
01 August 2013,Torrens Primary School,Gov,Year 6,58
01 August 2013,Torrens Primary School,Gov,Kindergarten,63
01 August 2013,Torrens Primary School,Gov,Preschool,91
01 August 2013,Torrens Primary School,Gov,Year 1,62
01 August 2013,Torrens Primary School,Gov,Year 4,60
01 August 2013,Torrens Primary School,Gov,Year 2,59
01 August 2013,Torrens Primary School,Gov,Year 3,61
01 August 2013,Turner School,Gov,Year 6,78
01 August 2013,Turner School,Gov,Year 5,68
01 August 2013,Turner School,Gov,Year 1,51
01 August 2013,Turner School,Gov,Kindergarten,79
01 August 2013,Turner School,Gov,Preschool,73
01 August 2013,Turner School,Gov,Year 2,74
01 August 2013,Turner School,Gov,Year 4,75
01 August 2013,Turner School,Gov,Year 3,65
01 August 2013,University of Canberra High School Kaleen,Gov,Year 7,49
01 August 2013,University of Canberra High School Kaleen,Gov,Year 9,64
01 August 2013,University of Canberra High School Kaleen,Gov,Year 8,44
01 August 2013,University of Canberra High School Kaleen,Gov,Year 10,46
01 August 2013,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 9,4
01 August 2013,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 10,14
01 August 2013,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 12,187
01 August 2013,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 11,270
01 August 2013,Wanniassa Hills Primary School,Gov,Year 5,44
01 August 2013,Wanniassa Hills Primary School,Gov,Year 6,36
01 August 2013,Wanniassa Hills Primary School,Gov,Kindergarten,58
01 August 2013,Wanniassa Hills Primary School,Gov,Preschool,81
01 August 2013,Wanniassa Hills Primary School,Gov,Year 1,38
01 August 2013,Wanniassa Hills Primary School,Gov,Year 4,52
01 August 2013,Wanniassa Hills Primary School,Gov,Year 2,64
01 August 2013,Wanniassa Hills Primary School,Gov,Year 3,50
01 August 2013,Wanniassa School,Gov,Year 7,54
01 August 2013,Wanniassa School,Gov,Year 6,27
01 August 2013,Wanniassa School,Gov,Year 8,49
01 August 2013,Wanniassa School,Gov,Year 9,51
01 August 2013,Wanniassa School,Gov,Year 5,32
01 August 2013,Wanniassa School,Gov,Year 10,74
01 August 2013,Wanniassa School,Gov,Kindergarten,37
01 August 2013,Wanniassa School,Gov,Preschool,69
01 August 2013,Wanniassa School,Gov,Year 1,28
01 August 2013,Wanniassa School,Gov,Year 4,26
01 August 2013,Wanniassa School,Gov,Year 2,28
01 August 2013,Wanniassa School,Gov,Year 3,31
01 August 2013,Weetangera Primary School,Gov,Year 6,48
01 August 2013,Weetangera Primary School,Gov,Year 5,48
01 August 2013,Weetangera Primary School,Gov,Preschool,58
01 August 2013,Weetangera Primary School,Gov,Kindergarten,61
01 August 2013,Weetangera Primary School,Gov,Year 1,56
01 August 2013,Weetangera Primary School,Gov,Year 2,67
01 August 2013,Weetangera Primary School,Gov,Year 3,53
01 August 2013,Weetangera Primary School,Gov,Year 4,69
01 August 2013,"Woden School, The",Gov,Year 8,17
01 August 2013,"Woden School, The",Gov,Year 7,24
01 August 2013,"Woden School, The",Gov,Year 9,31
01 August 2013,"Woden School, The",Gov,Year 10,16
01 August 2013,"Woden School, The",Gov,Year 11,10
01 August 2013,"Woden School, The",Gov,Year 12,9
01 August 2013,Yarralumla Primary School,Gov,Year 6,19
01 August 2013,Yarralumla Primary School,Gov,Year 5,24
01 August 2013,Yarralumla Primary School,Gov,Preschool,82
01 August 2013,Yarralumla Primary School,Gov,Year 1,33
01 August 2013,Yarralumla Primary School,Gov,Kindergarten,59
01 August 2013,Yarralumla Primary School,Gov,Year 3,33
01 August 2013,Yarralumla Primary School,Gov,Year 2,38
01 August 2013,Yarralumla Primary School,Gov,Year 4,35
01 February 2013,Ainslie School,Gov,Year 5,44
01 February 2013,Ainslie School,Gov,Year 6,67
01 February 2013,Ainslie School,Gov,Preschool,54
01 February 2013,Ainslie School,Gov,Year 1,49
01 February 2013,Ainslie School,Gov,Kindergarten,53
01 February 2013,Ainslie School,Gov,Year 3,59
01 February 2013,Ainslie School,Gov,Year 2,48
01 February 2013,Ainslie School,Gov,Year 4,50
01 February 2013,Alfred Deakin High School,Gov,Year 8,194
01 February 2013,Alfred Deakin High School,Gov,Year 7,199
01 February 2013,Alfred Deakin High School,Gov,Year 9,191
01 February 2013,Alfred Deakin High School,Gov,Year 10,191
01 February 2013,Amaroo School,Gov,Year 5,139
01 February 2013,Amaroo School,Gov,Year 7,125
01 February 2013,Amaroo School,Gov,Year 9,119
01 February 2013,Amaroo School,Gov,Year 6,146
01 February 2013,Amaroo School,Gov,Year 8,145
01 February 2013,Amaroo School,Gov,Year 1,152
01 February 2013,Amaroo School,Gov,Preschool,130
01 February 2013,Amaroo School,Gov,Kindergarten,121
01 February 2013,Amaroo School,Gov,Year 10,146
01 February 2013,Amaroo School,Gov,Year 3,137
01 February 2013,Amaroo School,Gov,Year 2,104
01 February 2013,Amaroo School,Gov,Year 4,142
01 February 2013,Aranda Primary School,Gov,Year 6,51
01 February 2013,Aranda Primary School,Gov,Year 5,54
01 February 2013,Aranda Primary School,Gov,Year 1,82
01 February 2013,Aranda Primary School,Gov,Kindergarten,63
01 February 2013,Aranda Primary School,Gov,Preschool,80
01 February 2013,Aranda Primary School,Gov,Year 2,70
01 February 2013,Aranda Primary School,Gov,Year 4,67
01 February 2013,Aranda Primary School,Gov,Year 3,66
01 February 2013,Arawang Primary School,Gov,Year 6,39
01 February 2013,Arawang Primary School,Gov,Year 5,42
01 February 2013,Arawang Primary School,Gov,Preschool,92
01 February 2013,Arawang Primary School,Gov,Year 1,44
01 February 2013,Arawang Primary School,Gov,Kindergarten,59
01 February 2013,Arawang Primary School,Gov,Year 3,53
01 February 2013,Arawang Primary School,Gov,Year 2,56
01 February 2013,Arawang Primary School,Gov,Year 4,52
01 February 2013,Belconnen High School,Gov,Year 9,114
01 February 2013,Belconnen High School,Gov,Year 7,65
01 February 2013,Belconnen High School,Gov,Year 8,102
01 February 2013,Belconnen High School,Gov,Year 10,103
01 February 2013,Black Mountain School,Gov,Year 8,20
01 February 2013,Black Mountain School,Gov,Year 9,7
01 February 2013,Black Mountain School,Gov,Year 7,13
01 February 2013,Black Mountain School,Gov,Year 10,12
01 February 2013,Black Mountain School,Gov,Year 11,17
01 February 2013,Black Mountain School,Gov,Year 12,37
01 February 2013,Blue Gum Community School,Non Gov,Year 7,4
01 February 2013,Blue Gum Community School,Non Gov,Year 8,7
01 February 2013,Blue Gum Community School,Non Gov,Year 5,9
01 February 2013,Blue Gum Community School,Non Gov,Year 6,8
01 February 2013,Blue Gum Community School,Non Gov,Year 9,3
01 February 2013,Blue Gum Community School,Non Gov,Year 10,6
01 February 2013,Blue Gum Community School,Non Gov,Year 1,12
01 February 2013,Blue Gum Community School,Non Gov,Preschool,75
01 February 2013,Blue Gum Community School,Non Gov,Kindergarten,10
01 February 2013,Blue Gum Community School,Non Gov,Year 2,14
01 February 2013,Blue Gum Community School,Non Gov,Year 4,13
01 February 2013,Blue Gum Community School,Non Gov,Year 3,5
01 February 2013,Bonython Primary School,Gov,Year 6,44
01 February 2013,Bonython Primary School,Gov,Year 5,49
01 February 2013,Bonython Primary School,Gov,Preschool,36
01 February 2013,Bonython Primary School,Gov,Kindergarten,41
01 February 2013,Bonython Primary School,Gov,Year 1,37
01 February 2013,Bonython Primary School,Gov,Year 3,47
01 February 2013,Bonython Primary School,Gov,Year 2,30
01 February 2013,Bonython Primary School,Gov,Year 4,41
01 February 2013,Brindabella Christian College,Non Gov,Year 5,48
01 February 2013,Brindabella Christian College,Non Gov,Year 8,55
01 February 2013,Brindabella Christian College,Non Gov,Year 7,56
01 February 2013,Brindabella Christian College,Non Gov,Year 9,48
01 February 2013,Brindabella Christian College,Non Gov,Year 6,52
01 February 2013,Brindabella Christian College,Non Gov,Kindergarten,40
01 February 2013,Brindabella Christian College,Non Gov,Year 10,41
01 February 2013,Brindabella Christian College,Non Gov,Year 1,50
01 February 2013,Brindabella Christian College,Non Gov,Preschool,46
01 February 2013,Brindabella Christian College,Non Gov,Year 3,52
01 February 2013,Brindabella Christian College,Non Gov,Year 2,45
01 February 2013,Brindabella Christian College,Non Gov,Year 12,22
01 February 2013,Brindabella Christian College,Non Gov,Year 4,50
01 February 2013,Brindabella Christian College,Non Gov,Year 11,25
01 February 2013,Burgmann Anglican School,Non Gov,Year 5,112
01 February 2013,Burgmann Anglican School,Non Gov,Year 8,111
01 February 2013,Burgmann Anglican School,Non Gov,Year 7,112
01 February 2013,Burgmann Anglican School,Non Gov,Year 9,124
01 February 2013,Burgmann Anglican School,Non Gov,Year 6,113
01 February 2013,Burgmann Anglican School,Non Gov,Year 1,104
01 February 2013,Burgmann Anglican School,Non Gov,Kindergarten,100
01 February 2013,Burgmann Anglican School,Non Gov,Preschool,87
01 February 2013,Burgmann Anglican School,Non Gov,Year 10,126
01 February 2013,Burgmann Anglican School,Non Gov,Year 4,112
01 February 2013,Burgmann Anglican School,Non Gov,Year 3,112
01 February 2013,Burgmann Anglican School,Non Gov,Year 12,101
01 February 2013,Burgmann Anglican School,Non Gov,Year 11,103
01 February 2013,Burgmann Anglican School,Non Gov,Year 2,112
01 February 2013,Calwell High School,Gov,Year 7,92
01 February 2013,Calwell High School,Gov,Year 8,97
01 February 2013,Calwell High School,Gov,Year 9,91
01 February 2013,Calwell High School,Gov,Year 10,117
01 February 2013,Calwell Primary School,Gov,Year 6,42
01 February 2013,Calwell Primary School,Gov,Year 5,38
01 February 2013,Calwell Primary School,Gov,Year 1,38
01 February 2013,Calwell Primary School,Gov,Preschool,54
01 February 2013,Calwell Primary School,Gov,Kindergarten,33
01 February 2013,Calwell Primary School,Gov,Year 3,33
01 February 2013,Calwell Primary School,Gov,Year 2,31
01 February 2013,Calwell Primary School,Gov,Year 4,41
01 February 2013,Campbell High School,Gov,Year 9,177
01 February 2013,Campbell High School,Gov,Year 8,188
01 February 2013,Campbell High School,Gov,Year 7,187
01 February 2013,Campbell High School,Gov,Year 10,166
01 February 2013,Campbell Primary School,Gov,Year 5,32
01 February 2013,Campbell Primary School,Gov,Year 6,30
01 February 2013,Campbell Primary School,Gov,Kindergarten,39
01 February 2013,Campbell Primary School,Gov,Preschool,63
01 February 2013,Campbell Primary School,Gov,Year 1,43
01 February 2013,Campbell Primary School,Gov,Year 2,46
01 February 2013,Campbell Primary School,Gov,Year 3,29
01 February 2013,Campbell Primary School,Gov,Year 4,33
01 February 2013,Canberra Christian School,Non Gov,Year 6,2
01 February 2013,Canberra Christian School,Non Gov,Preschool,7
01 February 2013,Canberra Christian School,Non Gov,Year 1,9
01 February 2013,Canberra Christian School,Non Gov,Kindergarten,6
01 February 2013,Canberra Christian School,Non Gov,Year 4,3
01 February 2013,Canberra Christian School,Non Gov,Year 3,4
01 February 2013,Canberra Christian School,Non Gov,Year 2,8
01 February 2013,"Canberra College, The",Gov,Year 11,556
01 February 2013,"Canberra College, The",Gov,Year 12,414
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 7,158
01 February 2013,Canberra Girls Grammar School,Non Gov,Year 9,174
